DrugID,CUI,name,AvgFrequency,StandardDeviation
DB07828,C3665900,Intraspinal_bleeding,1,0
DB00997,C0392699,Dysaesthesia,4,5
DB08873,C0017672,Glossodynia,50,0
DB01406,C0036508,Seborrhoeic_dermatitis,2,0
DB01215,C0007859,Neck_pain,1,0
DB00953,C2004489,Regurgitation,1,0
DB00820,C0020542,Pulmonary_hypertension,8,1
DB00445,C0518015,Haemoglobin,0,0
DB05508,C0020517,Hypersensitivity,0,0
DB00399,C0030193,Pain,13,17
DB08873,C0221776,Oral_pain,50,0
DB01248,C0030193,Pain,1,1
DB00399,C0022660,Renal_failure_acute,0,0
DB00252,C0151888,Hyporeflexia,4,1
DB00969,C0267166,Gastroduodenitis,0,0
DB00544,C0162830,Photosensitivity_reaction,0,0
DB00978,C0002792,Anaphylactic_shock,0,0
DB05291,C0042963,Vomiting,1,0
DB01175,C0043246,Laceration,1,0
DB00193,C0030232,Pallor,0,0
DB08873,C0037299,Skin_ulcer,1,0
DB00328,C1737224,Post_procedural_swelling,2,1
DB00246,C0036974,Shock,0,0
DB00715,C0019087,Haemorrhagic_disorder,0,0
DB00495,C0013395,Dyspepsia,3,2
DB01217,C0086543,Cataract,4,3
DB00242,C0018681,Headache,20,17
DB00843,C0004134,Ataxia,26,29
DB00843,C0001807,Aggression,11,18
DB00989,C0005758,Blister,0,0
DB00230,C0151746,Kidney_function_abnormal,1,0
DB00555,C0031117,Neuropathy_peripheral,0,0
DB06589,C0860803,Glucose_increased,18,20
DB08896,C0027765,Nervous_system_disorder,11,4
DB00964,C0004093,Asthenia,0,0
DB01156,C0039070,Syncope,0,1
DB01186,C0027497,Nausea,22,20
DB00328,C0700200,Presyncope,2,1
DB00811,C0020433,Hyperbilirubinaemia,50,0
DB00989,C0085593,Chills,25,36
DB00242,C0948594,Musculoskeletal_discomfort,20,23
DB00556,C0700184,Throat_irritation,1,0
DB00722,C0687133,Drug_interaction,0,0
DB00882,C1140680,Ovarian_cancer,0,0
DB01006,C0520589,Vulvovaginal_dryness,2,3
DB00843,C0236075,Menopausal_symptoms,50,0
DB00422,C0000737,Abdominal_pain,9,17
DB00715,C0040147,Thyroiditis,0,0
DB01211,C0019080,Haemorrhage,0,0
DB00658,C0031154,Peritonitis,8,0
DB00674,C0014591,Epistaxis,0,0
DB00472,C0017565,Gingival_bleeding,1,0
DB00740,C0151898,Schizophrenic_reaction,0,0
DB00624,C0024902,Breast_pain,1,1
DB00952,C0004239,Atrial_flutter,1,0
DB00986,C0041912,Upper_respiratory_tract_infection,8,9
DB02174,C0009450,Infection,12,11
DB00577,C0041969,Urethral_disorder,0,0
DB00285,C0036454,Scotoma,0,0
DB00718,C0151578,Creatinine_increased,31,34
DB01208,C0040479,Torsade_de_pointes,0,0
DB01224,C0013395,Dyspepsia,3,2
DB01008,C0233494,Tension,1,0
DB00620,C0040435,Tooth_disorder,2,1
DB00472,C0002874,Aplastic_anaemia,0,0
DB07600,C0338831,Mania,34,29
DB00700,C0008325,Cholecystitis,1,0
DB01008,C0428977,Bradycardia,1,0
DB01260,C0042769,Viral_infection,1,1
DB00493,C0035078,Renal_failure,0,0
DB00315,C0006266,Bronchospasm,1,0
DB00476,C0002871,Anaemia,1,0
DB00300,C0011603,Dermatitis,5,3
DB01043,C0001824,Agranulocytosis,0,0
DB01156,C1456784,Paranoia,0,0
DB00346,C0026205,Miosis,0,0
DB00296,C0235735,Unexpected_therapeutic_effect,8,0
DB01175,C0741553,Hemorrhage_abnormal,1,0
DB00878,C0006277,Bronchitis,3,0
DB00413,C0015230,Rash,1,0
DB00472,C0028734,Nocturia,1,0
DB04835,C0010200,Cough,8,4
DB00425,C0029408,Osteoarthritis,0,0
DB00422,C0338831,Mania,0,0
DB00503,C0014518,Toxic_epidermal_necrolysis,0,0
DB00684,C0022281,Eye_pruritus,1,0
DB00379,C0015230,Rash,4,3
DB02584,C0038362,Stomatitis,15,22
DB00091,C0016382,Flushing,8,17
DB01059,C0036572,Convulsion,0,0
DB00603,C0039231,Tachycardia,0,0
DB00193,C0233472,Affect_lability,0,0
DB01186,C0000731,Abdominal_distension,1,0
DB01248,C0009319,Colitis,0,0
DB00624,C0027769,Nervousness,1,1
DB00289,C0011991,Diarrhoea,3,2
DB00289,C0039239,Sinus_tachycardia,1,0
DB00091,C0017160,Gastroenteritis,0,0
DB00334,C0151610,Tongue_oedema,1,0
DB00230,C0041657,Loss_of_consciousness,0,0
DB00469,C0041834,Erythema,1,0
DB01115,C0162830,Photosensitivity_reaction,0,0
DB00564,C0022346,Jaundice,0,0
DB00909,C0040822,Tremor,50,0
DB00938,C0003862,Arthralgia,0,0
DB00853,C0018991,Hemiplegia,1,0
DB06151,C0236071,Throat_tightness,1,0
DB00641,C0038325,Stevens-Johnson_syndrome,0,0
DB03125,C0031117,Neuropathy_peripheral,0,0
DB00950,C0013144,Drowsiness,1,0
DB00881,C0011603,Dermatitis,1,0
DB02351,C0010072,Coronary_artery_thrombosis,0,0
DB00904,C2047937,Ill-defined_disorder,6,4
DB00715,C0009421,Coma,0,0
DB08625,C0020649,Hypotension,2,1
DB01224,C1443060,Feeling_abnormal,1,1
DB01181,C0151686,Growth_retardation,0,0
DB01042,C0206062,Interstitial_lung_disease,0,0
DB01073,C0013404,Dyspnoea,16,8
DB00857,C0002792,Anaphylactic_shock,0,0
DB00734,C0233565,Bradykinesia,1,1
DB00227,C0012833,Dizziness,1,0
DB00196,C0231528,Myalgia,0,0
DB00193,C0595930,Blood_cholesterol_increased,0,0
DB00262,C1306341,Mental_disability,5,3
DB00659,C0151578,Creatinine_increased,0,0
DB00484,C0860499,Conjunctival_follicles,17,23
DB00642,C0013404,Dyspnoea,24,29
DB08567,C0017160,Gastroenteritis,0,0
DB00872,C0085649,Oedema_peripheral,2,0
DB00582,C0030554,Paraesthesia,50,0
DB08002,C0429098,Electrocardiogram_QRS_complex,50,0
DB05347,C0549249,Depressed_level_of_consciousness,0,0
DB00334,C0235146,Euphoric_mood,18,26
DB00715,C0040427,Tooth_malformation,0,0
DB00285,C0042485,Venous_insufficiency,0,0
DB01236,C0017178,Gastrointestinal_disorder,0,0
DB00813,C1258215,Ileus,0,0
DB00224,C0042384,Vasculitis,0,0
DB00649,C0020456,Hyperglycaemia,0,0
DB00989,C0747256,Infection_parasitic,1,0
DB07214,C0011991,Diarrhoea,0,0
DB00287,C0085636,Photophobia,1,1
DB00740,C0036572,Convulsion,1,0
DB00697,C0006277,Bronchitis,1,0
DB01006,C0027051,Myocardial_infarction,3,5
DB00906,C0149931,Migraine,50,0
DB01079,C0231528,Myalgia,1,0
DB01175,C0011334,Dental_caries,0,0
DB00577,C0040435,Tooth_disorder,2,1
DB01248,C0024440,Cystoid_macular_oedema,0,0
DB00091,C0235378,Hepatotoxicity,3,3
DB00215,C0014591,Epistaxis,1,0
DB00906,C0033975,Psychotic_disorder,1,0
DB04868,C0009806,Constipation,5,5
DB08899,C0014591,Epistaxis,1,1
DB00843,C0022107,Irritability,50,0
DB01149,C0028961,Oliguria,0,0
DB05251,C0002871,Anaemia,1,1
DB04868,C0031046,Pericarditis,1,0
DB00396,C2830004,Somnolence,0,0
DB00181,C3263723,Injury,1,2
DB00282,C0002871,Anaemia,31,18
DB00230,C0852733,Completed_suicide,0,0
DB00273,C1306341,Mental_disability,4,4
DB00746,C0010038,Corneal_opacity,0,0
DB00686,C0423153,Lacrimation,1,0
DB00465,C0700184,Throat_irritation,2,2
DB06201,C0013428,Dysuria,1,0
DB05379,C0026821,Cramp_muscle,0,0
DB00964,C0851341,Infestation_NOS,0,0
DB01156,C0020651,Orthostatic_hypotension,0,0
DB00997,C0027796,Neuralgia,6,8
DB01186,C0026827,Hypotonia,1,0
DB07438,C0870082,Hyperkeratosis,25,29
DB00813,C0476273,Respiratory_distress,0,0
DB00334,C0013428,Dysuria,1,0
DB00745,C0042023,Pollakiuria,1,0
DB00559,C0037299,Skin_ulcer,2,0
DB00972,C0521490,Application_site_irritation,0,0
DB00633,C0860713,Carbon_dioxide_increased,0,0
DB01008,C0023474,Chronic_phase_chronic_myeloid_leukemia,0,0
DB00465,C0518015,Haemoglobin,0,0
DB00783,C0234215,Discomfort,0,0
DB00624,C0085633,Mood_swings,1,1
DB00549,C0030193,Pain,2,0
DB00285,C0023066,Laryngospasm,1,0
DB00242,C0035078,Renal_failure,11,18
DB00762,C0392025,Enlargement_abdomen,5,7
DB01017,C2939186,Mood_alteration_NOS,2,0
DB00213,C0151576,Creatine_phosphokinase_increased,0,0
DB01042,C0040034,Thrombocytopenia,55,0
DB01100,C0037036,Salivary_hypersecretion,6,6
DB00555,C0036454,Scotoma,0,0
DB06589,C0018681,Headache,7,8
DB00246,C0235996,Hepatic_enzyme_increased,1,0
DB00864,C0858346,Gastrointestinal_ulcer_perforation,50,0
DB01128,C0267792,Hepatobiliary_disease,0,0
DB00990,C2979982,Vaginal_haemorrhage,2,2
DB00922,C0017178,Gastrointestinal_disorder,50,0
DB00320,C0235198,Cerebration_impaired,1,0
DB00215,C0007787,Transient_ischaemic_attack,0,0
DB01175,C0011168,Dysphagia,0,0
DB04835,C0011570,Depression,3,0
DB00915,C0023518,Leukocytosis,0,0
DB00404,C0085649,Oedema_peripheral,0,0
DB00480,C0424813,Orbital_oedema,1,0
DB08625,C0009676,Confusional_state,0,0
DB01208,C0001824,Agranulocytosis,0,0
DB04868,C0009760,Conjunctival_haemorrhage,1,0
DB01205,C0152128,Drug_withdrawal_syndrome,0,0
DB06218,C0344232,Vision_blurred,7,5
DB04868,C0021775,Intermittent_claudication,1,0
DB00328,C0041657,Loss_of_consciousness,1,1
DB00564,C0151786,Muscular_weakness,0,0
DB01400,C0031133,Vermiculation,0,0
DB00277,C0221158,Multifocal_atrial_tachycardia,1,1
DB01043,C0038325,Stevens-Johnson_syndrome,0,0
DB05488,C0149745,Mouth_ulceration,0,0
DB03261,C0001824,Agranulocytosis,9,6
DB00254,C0027497,Nausea,4,5
DB00341,C0042075,Urinary_tract_disorder,0,0
DB06204,C0003467,Anxiety,2,2
DB03125,C0004134,Ataxia,0,0
DB00302,C0007682,Central_nervous_system_disorder,3,0
DB00564,C0859023,Talkativeness,0,0
DB00962,C0042514,Ventricular_tachycardia,0,0
DB01100,C0151878,Electrocardiogram_QT_prolonged,0,0
DB01072,C0027441,Nasopharyngitis,6,0
DB00776,C0042769,Viral_infection,6,1
DB00230,C0000737,Abdominal_pain,50,0
DB00297,C0235431,Blood_creatinine_increased,1,1
DB01167,C0026946,Fungal_infection,0,0
DB00459,C0702166,Acne,0,0
DB01118,C0035078,Renal_failure,0,0
DB00590,C0151786,Muscular_weakness,0,0
DB00230,C0033774,Pruritus,17,26
DB01217,C0027497,Nausea,13,6
DB00758,C0039070,Syncope,0,0
DB01017,C0234215,Discomfort,3,1
DB01129,C0855333,Electrocardiogram_QT_corrected_interval_prolonged,0,0
DB00715,C0403632,Cystitis_noninfective,1,0
DB02351,C0007177,Cardiac_tamponade,0,0
DB00569,C0543467,Surgery,1,0
DB07600,C0014457,Eosinophilia,0,0
DB00320,C0235086,Muscle_contractions_involuntary,0,0
DB00997,C0004093,Asthenia,17,16
DB00273,C0235267,Eye_redness,0,0
DB00323,C0007222,Cardiovascular_disorder,0,0
DB00315,C0037274,Skin_disorder,1,0
DB00252,C0549249,Depressed_level_of_consciousness,4,4
DB00316,C0154946,Acute_angle-closure_glaucoma,0,0
DB01551,C0009676,Confusional_state,1,0
DB00494,C0541832,Chromaturia,19,25
DB06684,C0015672,Fatigue,4,1
DB01167,C0687133,Drug_interaction,0,0
DB04868,C0017574,Gingivitis,1,0
DB01730,C0027765,Nervous_system_disorder,0,0
DB01367,C0040046,Thrombophlebitis,1,0
DB00715,C0151888,Hyporeflexia,0,0
DB01001,C0026858,Musculoskeletal_pain,4,1
DB08911,C0035078,Renal_failure,3,3
DB00215,C0687713,Gastrointestinal_pain,2,1
DB00401,C0015230,Rash,2,1
DB05508,C0011570,Depression,7,3
DB00282,C0036974,Shock,3,4
DB05013,C0521490,Application_site_irritation,18,25
DB00213,C0030554,Paraesthesia,0,0
DB00215,C0020649,Hypotension,34,26
DB00502,C0018418,Gynaecomastia,0,0
DB00543,C0004238,Atrial_fibrillation,0,0
DB00404,C0018418,Gynaecomastia,0,0
DB00213,C0151578,Creatinine_increased,0,0
DB00307,C0019080,Haemorrhage,1,0
DB06863,C0854438,Blepharal_pigmentation,6,5
DB00783,C0014743,Erythema_nodosum,0,0
DB08873,C0022281,Eye_pruritus,1,0
DB00531,C0019360,Herpes_zoster,0,0
DB00734,C0152031,Joint_swelling,1,1
DB00193,C0744131,Foot_infection_fungal_NOS,0,0
DB00678,C0011882,Diabetic_neuropathy,4,1
DB00244,C0018965,Haematuria,1,1
DB01320,C0040264,Tinnitus,9,0
DB01136,C0022660,Renal_failure_acute,1,0
DB00627,C0151610,Tongue_oedema,0,0
DB00459,C0023067,Laryngitis,0,0
DB01009,C0025290,Meningitis_aseptic,0,0
DB01077,C0029396,Ectopic_ossification,0,0
DB00577,C0016204,Flatulence,1,1
DB01156,C0016722,Frigidity,1,0
DB01080,C0015672,Fatigue,25,19
DB07600,C0027769,Nervousness,19,21
DB00864,C0042963,Vomiting,13,13
DB00952,C0020649,Hypotension,0,0
DB00585,C0040435,Tooth_disorder,2,1
DB00804,C0039070,Syncope,0,0
DB06701,C0002170,Alopecia,0,0
DB08734,C0007642,Cellulitis,26,29
DB00323,C0011849,Diabetes_mellitus,1,0
DB01043,C0004093,Asthenia,2,1
DB00749,C0162830,Photosensitivity_reaction,0,0
DB00268,C0021843,Intestinal_obstruction,1,0
DB00586,C0033687,Proteinuria,0,0
DB08881,C0025202,Malignant_melanoma,0,0
DB00969,C0008325,Cholecystitis,0,0
DB01024,C0235431,Blood_creatinine_increased,19,12
DB00459,C0085653,Pyogenic_granuloma,0,0
DB00597,C0008031,Chest_pain,0,0
DB00215,C0035410,Rhabdomyolysis,0,0
DB00244,C0020598,Hypocalcaemia,0,0
DB01083,C0917801,Insomnia,1,0
DB08912,C0151662,Gamma-glutamyltransferase_increased,30,22
DB08877,C0018681,Headache,12,16
DB01072,C0036974,Shock,1,0
DB00187,C0233632,Thinking_abnormal,0,0
DB07166,C0006266,Bronchospasm,0,0
DB01155,C0021053,Immune_system_disorder,0,0
DB01416,C1565489,Renal_impairment,0,0
DB01241,C0004238,Atrial_fibrillation,0,0
DB00215,C0234913,Rash_erythematous,1,0
DB00582,C0017574,Gingivitis,1,0
DB00693,C0236071,Throat_tightness,0,0
DB00370,C0497156,Lymphadenopathy,0,0
DB00320,C0085636,Photophobia,1,0
DB01157,C1443060,Feeling_abnormal,3,0
DB01220,C0851341,Infestation_NOS,0,0
DB00659,C0852911,Blood_alkaline_phosphatase_increased,0,0
DB00360,C0010200,Cough,6,1
DB00560,C0010200,Cough,4,0
DB08901,C0392386,Platelet_count_decreased,34,17
DB00899,C0020458,Hyperhidrosis,4,3
DB01367,C0917798,Cerebral_ischaemia,0,0
DB00693,C0042373,Angiopathy,0,0
DB06268,C0019080,Haemorrhage,17,0
DB00230,C0263386,Ichthyosis_acquired,0,0
DB00706,C0237849,Skin_exfoliation,0,0
DB02782,C0014236,Endophthalmitis,0,0
DB00871,C0235710,Chest_discomfort,1,1
DB00882,C0438717,Transaminases_increased,0,0
DB01319,C0178298,Unspecified_disorder_of_skin_and_subcutaneous_tissue,25,36
DB00932,C0085593,Chills,0,0
DB05488,C0018681,Headache,2,1
DB00268,C0234987,Dizziness_postural,1,0
DB01043,C0008031,Chest_pain,0,0
DB01415,C0036830,Serum_sickness,0,0
DB00709,C0151576,Creatine_phosphokinase_increased,7,3
DB00555,C1384353,Infestation,2,1
DB00215,C0007642,Cellulitis,0,0
DB08764,C0031154,Peritonitis,0,0
DB00252,C0003537,Aphasia,1,0
DB00882,C0392039,Ovarian_enlargement,0,0
DB01236,C0235063,Respiratory_depression,0,0
DB00627,C0041657,Loss_of_consciousness,0,0
DB01215,C0012569,Diplopia,0,0
DB00227,C0003864,Arthritis,0,0
DB00843,C0018800,Cardiomegaly,1,0
DB00273,C0042109,Urticaria,26,29
DB00758,C1142139,Drug_reaction_with_eosinophilia_and_systemic_symptoms,0,0
DB02351,C0151828,Injection_site_pain,4,5
DB05347,C0740399,Auditory_and_visual_hallucinations,0,0
DB00287,C1112366,Eyelid_irritation,0,0
DB01012,C0002871,Anaemia,12,5
DB01591,C0018681,Headache,0,0
DB00412,C0037199,Sinusitis,6,3
DB00353,C0030554,Paraesthesia,0,0
DB01181,C0009319,Colitis,0,0
DB00195,C0018681,Headache,10,7
DB00268,C0085680,Hypochloraemia,0,0
DB07600,C0002940,Aneurysm,0,0
DB00480,C0151905,Alanine_aminotransferase_increased,29,24
DB00461,C0040822,Tremor,0,0
DB01101,C2363730,Oropharyngeal_discomfort,5,5
DB00624,C1112346,Prostate_induration,1,1
DB01320,C0404521,Vaginal_infection,1,0
DB00915,C0033975,Psychotic_disorder,0,0
DB00661,C0030554,Paraesthesia,0,1
DB01182,C0151636,Ventricular_extrasystoles,1,1
DB00244,C0042023,Pollakiuria,0,0
DB01217,C0003467,Anxiety,6,1
DB01073,C1384666,Hearing_impaired,4,2
DB00659,C0424000,Suicidal_ideation,1,0
DB00481,C0003862,Arthralgia,13,2
DB01039,C0027441,Nasopharyngitis,4,1
DB00476,C0002170,Alopecia,1,0
DB00872,C0011175,Dehydration,2,0
DB01167,C0030193,Pain,2,2
DB00425,C0086439,Hypokinesia,0,0
DB00338,C0014591,Epistaxis,0,0
DB00989,C2173677,Renal_cyst,1,0
DB00502,C0023052,Laryngeal_oedema,0,0
DB00472,C0011206,Delirium,1,0
DB04835,C0860603,Anxiety_symptoms_NOS,4,1
DB00915,C0575081,Gait_disturbance,0,0
DB01367,C0042571,Vertigo,18,25
DB00503,C0028734,Nocturia,0,0
DB00597,C0013378,Dysgeusia,4,3
DB00659,C0018926,Haematemesis,1,0
DB08828,C0043096,Weight_decreased,34,20
DB00355,C0014457,Eosinophilia,6,0
DB00472,C0014518,Toxic_epidermal_necrolysis,0,0
DB07600,C0031117,Neuropathy_peripheral,0,0
DB00216,C0030554,Paraesthesia,3,1
DB00882,C0042134,Uterine_haemorrhage,0,0
DB00261,C0015967,Body_temperature_increased,9,0
DB00746,C0004096,Asthma,1,0
DB00928,C0008035,Chest_wall_pain,2,4
DB00966,C0151763,Hepatocellular_injury,0,0
DB00694,C0033774,Pruritus,7,6
DB00684,C0687713,Gastrointestinal_pain,18,8
DB01156,C0877508,Irritation_gum,1,0
DB01175,C0025874,Metrorrhagia,1,0
DB00569,C0018965,Haematuria,26,29
DB01013,C0039446,Telangiectasia,3,0
DB05318,C0700184,Throat_irritation,1,0
DB01175,C0235893,Allergy_aggravated,1,0
DB01190,C0042998,Vulvovaginitis,5,1
DB00285,C0474381,Chromatopsia,0,0
DB01175,C0162119,Haemoglobin_decreased,0,0
DB07600,C0042267,Vaginal_inflammation,2,0
DB00307,C1565489,Renal_impairment,1,0
DB00334,C0043352,Dry_mouth,9,12
DB01101,C0027059,Myocarditis,0,0
DB00248,C0013384,Dyskinesia,12,7
DB01249,C0018681,Headache,6,4
DB01217,C0687713,Gastrointestinal_pain,7,1
DB00918,C1306341,Mental_disability,0,0
DB04911,C0151905,Alanine_aminotransferase_increased,2,1
DB00370,C0020580,Hypoaesthesia,50,0
DB00363,C0018681,Headache,8,2
DB00843,C0020456,Hyperglycaemia,1,0
DB08901,C0017181,Gastrointestinal_haemorrhage,5,4
DB01156,C0151786,Muscular_weakness,0,0
DB00950,C2830004,Somnolence,1,1
DB00675,C0016655,Multiple_fractures,4,3
DB00724,C1384353,Infestation,0,0
DB01024,C0034069,Pulmonary_fibrosis,0,0
DB00598,C0002962,Angina_pectoris,3,0
DB08117,C0854467,Myelosuppression,0,0
DB01004,C0497156,Lymphadenopathy,2,1
DB00457,C0030252,Palpitations,5,0
DB00736,C0043352,Dry_mouth,4,0
DB00577,C0574067,Cough_increased,8,3
DB00734,C0549249,Depressed_level_of_consciousness,1,1
DB00335,C0030193,Pain,0,0
DB01267,C0151878,Electrocardiogram_QT_prolonged,3,0
DB00688,C0020461,Hyperkalaemia,17,5
DB00254,C0017675,Glossitis,0,0
DB00459,C0017160,Gastroenteritis,0,0
DB00207,C0151798,Hepatic_necrosis,0,0
DB05039,C0020517,Hypersensitivity,0,0
DB01186,C0085628,Stupor,0,0
DB00915,C0034063,Pulmonary_oedema,0,0
DB00932,C0231528,Myalgia,1,1
DB01400,C0162297,Respiratory_arrest,0,0
DB07600,C0020569,Salivary_gland_enlargement,0,0
DB00811,C0020598,Hypocalcaemia,50,0
DB00215,C0428977,Bradycardia,1,0
DB00242,C0241136,Pain_of_skin,50,0
DB07417,C0000737,Abdominal_pain,2,1
DB01132,C0015672,Fatigue,2,0
DB00693,C0013604,Oedema,0,0
DB01211,C0014518,Toxic_epidermal_necrolysis,0,0
DB00285,C0012833,Dizziness,11,12
DB08625,C0948594,Musculoskeletal_discomfort,0,0
DB01162,C0043094,Weight_increased,0,0
DB01002,C0000731,Abdominal_distension,3,0
DB01208,C2830004,Somnolence,2,0
DB07709,C0035410,Rhabdomyolysis,0,0
DB00722,C0027497,Nausea,2,2
DB00402,C0040264,Tinnitus,1,0
DB01050,C0012833,Dizziness,6,5
DB00962,C0549249,Depressed_level_of_consciousness,0,0
DB00659,C0556385,Alcohol_craving,0,0
DB07417,C0009782,Connective_tissue_disorder,0,0
DB01182,C0040822,Tremor,1,1
DB00439,C0004604,Back_pain,4,1
DB00341,C0011603,Dermatitis,0,0
DB02392,C0001125,Lactic_acidosis,0,0
DB01367,C0231365,Urination_impaired,1,0
DB01262,C0030232,Pallor,18,6
DB00560,C0020615,Hypoglycaemia,25,29
DB08567,C0149931,Migraine,0,0
DB01267,C0344232,Vision_blurred,1,1
DB00341,C0021053,Immune_system_disorder,0,0
DB00261,C0037763,Muscle_spasms,3,0
DB00693,C0036572,Convulsion,0,0
DB00303,C0311468,Blood_bilirubin_increased,1,1
DB08916,C0038362,Stomatitis,26,28
DB01211,C0006849,Oral_candidiasis,0,0
DB01238,C0004936,Mental_disorder,18,2
DB00678,C0027424,Nasal_congestion,1,0
DB00904,C0231218,Malaise,6,4
DB01248,C0547030,Visual_disturbance,0,0
DB01320,C0017152,Gastritis,1,0
DB07600,C0085631,Agitation,27,27
DB00904,C0041657,Loss_of_consciousness,0,0
DB00399,C0014868,Oesophagitis,50,0
DB00669,C0158252,Intervertebral_disc_disorder,0,0
DB00215,C0267596,Rectal_haemorrhage,0,0
DB08901,C0000737,Abdominal_pain,23,18
DB01059,C0020615,Hypoglycaemia,0,0
DB00590,C0549622,Sexual_dysfunction,2,1
DB00261,C0000737,Abdominal_pain,17,0
DB00749,C0009421,Coma,0,0
DB00273,C0151827,Eye_pain,0,0
DB03125,C0023380,Lethargy,0,0
DB00962,C0151888,Hyporeflexia,0,0
DB08563,C0002878,Haemolytic_anaemia,0,0
DB00928,C0542008,Injection_site_haematoma,3,4
DB00285,C0028734,Nocturia,1,0
DB00207,C0009806,Constipation,0,0
DB01320,C0034880,Hyperacusis,1,0
DB00437,C0009763,Conjunctivitis,0,0
DB00790,C0000737,Abdominal_pain,3,0
DB00323,C0004238,Atrial_fibrillation,1,0
DB00679,C1443060,Feeling_abnormal,0,0
DB00177,C0033774,Pruritus,0,0
DB00246,C0013390,Dysmenorrhoea,1,1
DB02444,C0392386,Platelet_count_decreased,0,0
DB00862,C0234632,Visual_acuity_reduced,0,0
DB00343,C0018681,Headache,8,4
DB00804,C0004093,Asthenia,3,3
DB01340,C0018801,Cardiac_failure,0,0
DB04574,C0016204,Flatulence,6,3
DB00555,C0042267,Vaginal_inflammation,2,2
DB00915,C0009676,Confusional_state,0,0
DB00879,C0010200,Cough,28,0
DB00399,C0004238,Atrial_fibrillation,2,1
DB01415,C0001824,Agranulocytosis,0,0
DB00612,C0041657,Loss_of_consciousness,0,0
DB07166,C0002792,Anaphylactic_shock,0,0
DB08764,C1527311,Brain_oedema,0,0
DB00518,C0042075,Urinary_tract_disorder,0,0
DB00244,C0151849,Phosphatase_alkaline_increased,0,0
DB08117,C0004509,Azoospermia,0,0
DB01337,C0020517,Hypersensitivity,0,0
DB04868,C0010520,Cyanosis,1,0
DB00633,C0004144,Atelectasis,4,2
DB01059,C0041349,Tubulointerstitial_nephritis,0,0
DB00195,C0231528,Myalgia,3,0
DB00990,C0015672,Fatigue,20,13
DB08769,C0027497,Nausea,3,2
DB00661,C0232487,Abdominal_discomfort,0,0
DB00296,C0020621,Hypokalaemia,3,3
DB00459,C0027497,Nausea,3,3
DB00622,C0020580,Hypoaesthesia,0,0
DB01156,C0085631,Agitation,8,14
DB00193,C0021092,Cerumen_impaction,0,0
DB00480,C0005779,Coagulopathy,0,0
DB00811,C0043144,Wheezing,1,0
DB00571,C0031350,Pharyngitis,0,0
DB00629,C0033771,Prurigo,0,0
DB00813,C0233494,Tension,2,2
DB01167,C0020651,Orthostatic_hypotension,1,0
DB01656,C0018681,Headache,3,1
DB00215,C0042023,Pollakiuria,1,0
DB01095,C0917801,Insomnia,6,15
DB01238,C0231528,Myalgia,2,1
DB00989,C0019270,Hernia,1,0
DB01156,C0917801,Insomnia,18,12
DB06288,C0018681,Headache,4,1
DB00218,C0030332,Panophthalmitis,0,0
DB00982,C0009450,Infection,0,0
DB00773,C0333355,Mucosal_inflammation,11,0
DB00855,C0162834,Skin_hyperpigmentation,28,7
DB01415,C0033975,Psychotic_disorder,0,0
DB02000,C0041657,Loss_of_consciousness,50,0
DB08764,C0000737,Abdominal_pain,8,7
DB04896,C0042373,Angiopathy,0,0
DB01558,C1443060,Feeling_abnormal,1,1
DB00419,C0000731,Abdominal_distension,4,4
DB01080,C0011991,Diarrhoea,9,5
DB05488,C0854114,Corneal_epithelium_defect,0,0
DB00470,C0036572,Convulsion,0,0
DB06204,C0018799,Cardiac_disorder,0,0
DB01156,C0080274,Urinary_retention,1,1
DB00603,C0004093,Asthenia,3,3
DB00490,C0393593,Dystonia,0,0
DB00523,C0015230,Rash,55,0
DB00293,C2047937,Ill-defined_disorder,2,0
DB08873,C0012833,Dizziness,30,22
DB00715,C0233528,Asocial_behaviour,0,0
DB01254,C0010200,Cough,0,0
DB00715,C0014868,Oesophagitis,0,0
DB00395,C0018681,Headache,2,2
DB00422,C0013395,Dyspepsia,12,21
DB01001,C1306341,Mental_disability,0,0
DB04953,C0344232,Vision_blurred,5,3
DB00315,C0151772,Manic_psychosis,0,0
DB01156,C0032285,Pneumonia,0,0
DB00334,C0015734,Faecalith,1,0
DB00624,C0085641,Rash_pustular,0,0
DB00268,C0020538,Hypertension,11,19
DB00724,C0858794,Application_site_warmth,1,0
DB00776,C0233632,Thinking_abnormal,2,2
DB00203,C0015672,Fatigue,0,0
DB01175,C0151936,Tendon_disorder,0,0
DB01129,C0018939,Blood_disorder,0,0
DB00962,C0023518,Leukocytosis,0,0
DB00556,C0013395,Dyspepsia,0,0
DB01175,C0017601,Glaucoma,0,0
DB02782,C0011991,Diarrhoea,8,6
DB00734,C0003962,Ascites,0,0
DB00693,C0015376,Extravasation,25,29
DB00669,C0234222,Sensation_of_pressure,3,3
DB01267,C0029408,Osteoarthritis,2,2
DB00402,C0034880,Hyperacusis,0,0
DB01181,C0085605,Hepatic_failure,0,0
DB00684,C0235431,Blood_creatinine_increased,1,0
DB00669,C0349231,Phobia,0,0
DB00671,C0018681,Headache,11,0
DB00523,C0237849,Skin_exfoliation,50,0
DB01115,C0033774,Pruritus,1,0
DB01132,C0018681,Headache,5,2
DB00294,C0003467,Anxiety,0,0
DB05013,C0038999,Swelling,23,32
DB06701,C0002871,Anaemia,0,0
DB00531,C0267537,Caecitis,0,0
