HPOID,Name,CUI,DBpedia_URI,,
,Auricular_swelling,C0549297,http://dbpedia.org/resource/Swelling,,
,Injection_site_dermatitis,C0521505,http://dbpedia.org/resource/Injection_site_reaction,,
,Alertness_decreased,C0877609,http://dbpedia.org/resource/Alertness,,
,Eyelid_exfoliation,C1609496,http://dbpedia.org/resource/Exfoliation,,
,Blood_testosterone_decreased,C0853117,http://dbpedia.org/resource/Testosterone,,
,Megacolon_toxic,C0025162,http://dbpedia.org/resource/Toxic_megacolon,,
,Eczema_eyelids,C0155177,http://dbpedia.org/resource/Eczema,,
,Vertebrobasilar_insufficiency,C0042568,http://dbpedia.org/resource/Vertebrobasilar_insufficiency,,
,Non-cardiogenic_pulmonary_oedema,C3241936,http://dbpedia.org/resource/Pulmonary_edema,,
,Anterograde_amnesia,C0233795,http://dbpedia.org/resource/Anterograde_amnesia,,
,Blood_pressure_systolic_increased,C0277884,http://dbpedia.org/resource/Systolic_Blood_Pressure_Intervention_Trial,,
,Lip_pain,C0267028,http://dbpedia.org/resource/Lip,,
,Duodenitis_haemorrhagic,C0341245,http://dbpedia.org/resource/Duodenitis,,
,Gastrointestinal_infection,C1264613,http://dbpedia.org/resource/Enterotoxigenic_Escherichia_coli,,
,Injection_site_cyst,C0151584,http://dbpedia.org/resource/Injection_site_reaction,,
,Platelet_disorder,C0005818,http://dbpedia.org/resource/Quebec_platelet_disorder,,
,Tumour_pain,C0854069,http://dbpedia.org/resource/Malignant_Tumour,,
,Fall,C0085639,http://dbpedia.org/resource/Falls_of_Acharn,,
,Systolic_hypertension,C0221155,http://dbpedia.org/resource/Systolic_hypertension,,
,Blood_creatinine_decreased,C0852810,http://dbpedia.org/resource/Creatinine,,
,Blood_urine_present,C0947999,http://dbpedia.org/resource/Urine,,
,Facial_pain,C0015468,http://dbpedia.org/resource/Atypical_facial_pain,,
,Long_QT_syndrome,C0023976,http://dbpedia.org/resource/Long_QT_syndrome,,
,Hereditary_angioedema,C0019243,http://dbpedia.org/resource/Hereditary_angioedema,,
,Uterine_hypotonus,C0152159,http://dbpedia.org/resource/Uterus,,
,Acquired_immunodeficiency_syndrome,C0001175,http://dbpedia.org/resource/HIV/AIDS,,
,Miliaria,C0026113,http://dbpedia.org/resource/Miliaria_rubra,,
,Eruption_lichenoid,C0162848,http://dbpedia.org/resource/Lichenoid_eruption,,
,Spondyloarthropathy,C0949691,http://dbpedia.org/resource/Spondyloarthropathy,,
,Ureteric_cancer,C0153619,http://dbpedia.org/resource/Ureteric_bud,,
,Vessel_puncture_site_haematoma,C1696110,http://dbpedia.org/resource/Flat_tire,,
,Opioid_naive,C1739422,http://dbpedia.org/resource/Opioid,,
,Abdominal_abscess,C0243001,http://dbpedia.org/resource/Abscess,,
,Application_site_skin_breakdown,C0948301,http://dbpedia.org/resource/Breakdown,,
,Hyperchlorhydria,C0151713,http://dbpedia.org/resource/Hyperchlorhydria,,
,Postoperative_infection,C0392618,http://dbpedia.org/resource/Postoperative_wounds,,
,Dyspepsia_aggravated,C0853926,http://dbpedia.org/resource/Aggravated_felony,,
,Iron_overload,C0282193,http://dbpedia.org/resource/Iron_overload,,
,Contact_lens_intolerance,C0221717,http://dbpedia.org/resource/Contact_lens,,
,Congenital_musculoskeletal_anomaly,C0151491,http://dbpedia.org/resource/Musculoskeletal_abnormality,,
,Acute_pulmonary_oedema,C0155919,http://dbpedia.org/resource/Pulmonary_edema,,
,Bladder_neck_obstruction,C0005694,http://dbpedia.org/resource/Urinary_bladder_neck_obstruction,,
,Oedema_due_to_cardiac_disease,C0013608,http://dbpedia.org/resource/Mycosis,,
,Prostration,C0277794,http://dbpedia.org/resource/Prostration_(Buddhism),,
,Vital_dye_staining_cornea_present,C0855704,http://dbpedia.org/resource/Staining,,
,Necrosis_ischaemic,C0027543,http://dbpedia.org/resource/Ischaemic_cardiomyopathy,,
,Hyperplasia,C0020507,http://dbpedia.org/resource/Hyperplasia,,
,Laceration,C0043246,http://dbpedia.org/resource/Liver_injury,,
,Chapped_skin,C0549202,http://dbpedia.org/resource/Skin,,
,Bone_sarcoma,C1704327,http://dbpedia.org/resource/Sarcoma,,
,Anovulation,C0003128,http://dbpedia.org/resource/Anovulation,,
,Gastric_disorder,C0038354,http://dbpedia.org/resource/Gastroparesis,,
,Keratosis_pilaris,C0263383,http://dbpedia.org/resource/Keratosis_pilaris_atrophicans,,
,Adrenergic_syndrome,C0274714,http://dbpedia.org/resource/Adrenergic,,
,Injection_site_discomfort,C1096267,http://dbpedia.org/resource/Injection_site_reaction,,
,Injection_site_bruising,C0521508,http://dbpedia.org/resource/Injection_site_reaction,,
,Vaginitis_atrophic,C0221392,http://dbpedia.org/resource/Atrophic_vaginitis,,
,Hodgkin's_disease_lymphocyte_predominance_type_stage_unspecified,C1266194,http://dbpedia.org/resource/Hodgkin's_lymphoma,,
,Ureteritis,C0041959,http://dbpedia.org/resource/Ureteritis,,
,Helicobacter_infection,C0079487,http://dbpedia.org/resource/Helicobacter,,
,Procedural_hypertension,C1328332,http://dbpedia.org/resource/Procedural,,
,Sinus_disorder,C0030469,http://dbpedia.org/resource/Sine,,
,Unexpected_therapeutic_effect,C0235735,http://dbpedia.org/resource/Therapeutic_effect,,
,Precordial_pain,C0232286,http://dbpedia.org/resource/Precordial_catch_syndrome,,
,Epigastric_distress,C0221490,http://dbpedia.org/resource/Epigastric_hernia,,
,Suicidal_behaviour,C1760428,http://dbpedia.org/resource/Behavior,,
,Blood_creatine_increased,C0854029,http://dbpedia.org/resource/Creatine,,
,Meibomianitis,C0549398,,,
,Dependence_psychological,C0278079,http://dbpedia.org/resource/Psychological_dependence,,
,Anti-thyroid_antibody_positive,C1168134,http://dbpedia.org/resource/Anti-LKM_antibody,,
,Procedural_site_reaction,C0549430,http://dbpedia.org/resource/Injection_site_reaction,,
,Intestinal_ischaemia,C2004435,http://dbpedia.org/resource/Ischemia,,
,Sweat_gland_disorder,C0038986,http://dbpedia.org/resource/Sweat_gland,,
,Calcium_metabolism_disorder,C0006705,http://dbpedia.org/resource/Calcium_metabolism,,
,Leg_ulcer,C0023223,http://dbpedia.org/resource/Ulcer,,
,Myocardial_hypertrophy,C3495916,http://dbpedia.org/resource/Hypertrophy,,
,Drug_intolerance,C0277585,http://dbpedia.org/resource/Drug_intolerance,,
,Concussion,C0006107,http://dbpedia.org/resource/Concussion_grading_systems,,
,Blindness_cortical,C0155320,http://dbpedia.org/resource/Cortical_blindness,,
,Factor_II_deficiency,C0020640,http://dbpedia.org/resource/Hypoprothrombinemia,,
,Long_QT_syndrome_congenital,C1141890,http://dbpedia.org/resource/Long_QT_syndrome,,
,Arterial_thromboembolism,C3544094,http://dbpedia.org/resource/Arterial_arcades,,
,Blood_chloride_decreased,C0595902,http://dbpedia.org/resource/Decreased_peripheral_perfusion,,
,Alcohol_abuse,C0085762,http://dbpedia.org/resource/Alcohol_abuse,,
,Fibrosis,C0016059,http://dbpedia.org/resource/Fibrosis,,
,Serum_sickness-like_reaction,C0221742,http://dbpedia.org/resource/Serum_sickness-like_reaction,,
,Osteoarthritis_aggravated,C0853312,http://dbpedia.org/resource/Osteoarthritis,,
,Sensitivity_of_teeth,C0011432,http://dbpedia.org/resource/Sensitivity,,
,Vaginismus,C2004487,http://dbpedia.org/resource/Vaginismus,,
,Urogenital_haemorrhage,C0919591,http://dbpedia.org/resource/Internal_bleeding,,
,Hyperadrenocorticism,C0001622,,,
,Acute_psychosis,C0281774,http://dbpedia.org/resource/Psychosis,,
,Lymphangitis,C0024225,http://dbpedia.org/resource/Lymphangitis_carcinomatosa,,
,Mitral_valve_disease,C0026265,http://dbpedia.org/resource/Mitral_valve,,
,Lower_gastrointestinal_haemorrhage,C0024050,http://dbpedia.org/resource/Lower_gastrointestinal_bleeding,,
,Ankle_fracture,C0159877,http://dbpedia.org/resource/Ankle_fracture,,
,Respiratory_insufficiency,C0035229,http://dbpedia.org/resource/Respiratory_failure,,
,Bell's_palsy,C0376175,http://dbpedia.org/resource/Bell's_palsy,,
,Increased_skin_sensitivity,C0520901,http://dbpedia.org/resource/Sensitivity,,
,Haemodynamic_instability,C0948268,http://dbpedia.org/resource/Haemodynamic_response,,
,Reaction_aggravation,C0151885,http://dbpedia.org/resource/Aggravation,,
,Subcutaneous_abscess,C0241266,http://dbpedia.org/resource/Subcutaneous_abscess,,
,Scrotal_swelling,C0282005,http://dbpedia.org/resource/Swelling,,
,Vulvovaginal_dryness,C0520589,http://dbpedia.org/resource/Dryness_(taste),,
,Nodal_rhythm,C0232208,http://dbpedia.org/resource/NODAL,,
,Bilirubin_abnormal,C1142335,http://dbpedia.org/resource/Bilirubin,,
,Hepatic_angiosarcoma,C0345907,http://dbpedia.org/resource/Angiosarcoma,,
,Serum_testosterone_decreased,C0857983,http://dbpedia.org/resource/Testosterone,,
,Melanosis,C0025209,http://dbpedia.org/resource/Melanosis,,
,Chronic_conjunctivitis,C0155145,http://dbpedia.org/resource/Conjunctivitis,,
,Injection_site_pigmentation_changes,C0521499,http://dbpedia.org/resource/Injection_site_reaction,,
,Retinal_vascular_thrombosis,C0919714,http://dbpedia.org/resource/Ocular_ischemic_syndrome,,
,Pneumoperitoneum,C0032320,http://dbpedia.org/resource/Pneumoperitoneum,,
,Rectal_cramps,C0877613,http://dbpedia.org/resource/Heat_cramps,,
,Cholestatic_liver_injury,C2242582,http://dbpedia.org/resource/Liver_injury,,
,Eye_burns,C0015395,http://dbpedia.org/resource/Eye_Eye,,
,Wernicke-Korsakoff_syndrome,C0349464,http://dbpedia.org/resource/Wernicke–Korsakoff_syndrome,,
,Lobar_pneumonia,C0032300,http://dbpedia.org/resource/Lobar_pneumonia,,
,Pyramidal_tract_syndrome,C1504405,http://dbpedia.org/resource/Lower_urinary_tract_syndrome,,
,Postictal_state,C0234543,http://dbpedia.org/resource/Postictal_state,,
,Application_site_oedema,C0234936,http://dbpedia.org/resource/Pulmonary_edema,,
,Heaviness_in_limbs,C0235721,http://dbpedia.org/resource/Nod's_Limbs,,
,Hemolytic_reaction,C0235575,http://dbpedia.org/resource/Acute_hemolytic_transfusion_reaction,,
,Potassium_increased,C0856882,http://dbpedia.org/resource/Increased_Damnation,,
,Meningioma_benign,C0281784,http://dbpedia.org/resource/Meningioma,,
,Hepatitis_granulomatous,C0235369,http://dbpedia.org/resource/Idiopathic_granulomatous_hepatitis,,
,Chronic_phase_chronic_myeloid_leukemia,C0023474,http://dbpedia.org/resource/Chronic_myelogenous_leukemia,,
,Breast_tenderness,C0262397,http://dbpedia.org/resource/Tenderness,,
,Lacrimal_gland_disorder,C0235228,http://dbpedia.org/resource/Lacrimal_gland,,
,Incision_site_complication,C1142172,http://dbpedia.org/resource/Complication,,
,Cardiac_valve_disease,C0018824,http://dbpedia.org/resource/Heart_valve,,
,Extraskeletal_ossification,C0334040,http://dbpedia.org/resource/Extraskeletal_chondroma,,
,Proarrhythmia,C0861148,http://dbpedia.org/resource/Proarrhythmia,,
,Buccoglossal_syndrome,C0151538,http://dbpedia.org/resource/Syndrome,,
,Pituitary_infarction,C0342405,http://dbpedia.org/resource/Infarction,,
,Skin_laceration,C0558401,http://dbpedia.org/resource/Liver_injury,,
,Atrial_rhythm,C0232203,http://dbpedia.org/resource/Interatrial_septum,,
,Cardiac_pain,C0423636,http://dbpedia.org/resource/Cardiac_ventriculography,,
,Free_prostate-specific_antigen_increased,C1096506,http://dbpedia.org/resource/Prostate-specific_antigen,,
,Tingling_skin,C0235050,http://dbpedia.org/resource/Skin,,
,Neoplasm_malignant_aggravated,C0236022,http://dbpedia.org/resource/Cancer,,
,Electrocardiogram_change,C0855329,http://dbpedia.org/resource/Electrocardiography,,
,Hepatitis_A,C0019159,http://dbpedia.org/resource/Hepatitis_A,,
,Vaginal_disorder,C0042251,http://dbpedia.org/resource/Vaginal_disease,,
,Lip_ulceration,C0267033,http://dbpedia.org/resource/Corneal_ulcer,,
,Haemorrhage_urinary_tract,C0235620,http://dbpedia.org/resource/Urinary_system,,
,Urethral_haemorrhage,C0241558,http://dbpedia.org/resource/Internal_bleeding,,
,Device_related_infection,C1619702,http://dbpedia.org/resource/Febrile_infection-related_epilepsy_syndrome,,
,Application_site_discolouration,C1142160,http://dbpedia.org/resource/Application,,
,Hepatic_insufficiency,C1306571,http://dbpedia.org/resource/Insufficiency,,
,Liver_tenderness,C0151767,http://dbpedia.org/resource/Tenderness,,
,Corneal_defect,C0948085,http://dbpedia.org/resource/Defect,,
,Benign_breast_neoplasm,C0346156,http://dbpedia.org/resource/Benign_tumor,,
,Abdominal_tenderness,C0232498,http://dbpedia.org/resource/Tenderness,,
,Mammogram_abnormal,C0262365,http://dbpedia.org/resource/Abnormal_cannabidiol,,
,Diabetic_hyperosmolar_coma,C0020457,http://dbpedia.org/resource/Diabetic_coma,,
,Burning_rectal,C0541819,http://dbpedia.org/resource/Rectal_examination,,
,Nephrogenic_systemic_fibrosis,C1619692,http://dbpedia.org/resource/Nephrogenic_systemic_fibrosis,,
,IUD_expelled,C0021899,http://dbpedia.org/resource/Intrauterine_device,,
,Oculorespiratory_syndrome,C1963718,http://dbpedia.org/resource/Syndrome,,
,Glucose-6-phosphate_dehydrogenase_deficiency,C2939465,http://dbpedia.org/resource/Glucose-6-phosphate_dehydrogenase_deficiency,,
,Electrocardiogram_abnormal_specific,C0236141,http://dbpedia.org/resource/Electrocardiography,,
,Endometrial_thickening,C0743516,http://dbpedia.org/resource/Endometrial_arteries,,
,Allergic_contact_dermatitis,C0162820,http://dbpedia.org/resource/Allergic_contact_dermatitis,,
,Tearing_eyes,C3257803,http://dbpedia.org/resource/Tearing,,
,Diabetic_hyperglycaemic_coma,C0853011,http://dbpedia.org/resource/Diabetic_coma,,
,Necrotising_fasciitis,C0238124,http://dbpedia.org/resource/Fasciitis,,
,Infusion_site_swelling,C1096049,http://dbpedia.org/resource/Swelling,,
,Uterine_spasm,C0151998,http://dbpedia.org/resource/Spasm,,
,Incision_site_haemorrhage,C0919882,http://dbpedia.org/resource/Internal_bleeding,,
,Carcinoma_of_lung,C0684249,http://dbpedia.org/resource/Adenosquamous_lung_carcinoma,,
,Wound_infection,C0043241,http://dbpedia.org/resource/Wound,,
,Coronary_artery_disease_aggravated,C0856171,http://dbpedia.org/resource/Coronary_artery_disease,,
,Bone_cancer_metastatic,C0153690,http://dbpedia.org/resource/Metastatic_breast_cancer,,
,Skin_haemorrhage,C0852361,http://dbpedia.org/resource/Internal_bleeding,,
,Blast_cell_crisis,C0005699,http://dbpedia.org/resource/Crisis_Cell,,
,Breast_atrophy,C0151511,http://dbpedia.org/resource/Breast_atrophy,,
,Prothrombin_level_abnormal,C0860700,http://dbpedia.org/resource/Prothrombin_G20210A,,
,Cancer_pain,C0596240,http://dbpedia.org/resource/Cancer_pain,,
,Fat_intolerance,C0239549,http://dbpedia.org/resource/Intolerance,,
,Peritoneal_adhesions,C0156181,http://dbpedia.org/resource/Asherman's_syndrome,,
,Rash_vesicular,C0221203,http://dbpedia.org/resource/Exanthem,,
,Warmth,C0392197,http://dbpedia.org/resource/Warmth_in_the_Wilderness:_A_Tribute_to_Jason_Becker,,
,Corneal_deposits,C0162281,http://dbpedia.org/resource/Kalahari_Deposits,,
,Anaemia_neonatal,C0002891,http://dbpedia.org/resource/Anemia,,
,Intracranial_venous_sinus_thrombosis,C0338573,http://dbpedia.org/resource/Cerebral_venous_sinus_thrombosis,,
,Pharyngeal_haemorrhage,C0576995,http://dbpedia.org/resource/Internal_bleeding,,
,Postoperative_complications_NOS,C0032787,http://dbpedia.org/resource/Postoperative_wounds,,
,Brain_disorder_NOS,C0006111,http://dbpedia.org/resource/Ear_disease,,
,Necrotising_enterocolitis_neonatal,C1442826,http://dbpedia.org/resource/Necrotizing_enterocolitis,,
,Meningitis_cryptococcal,C0085436,http://dbpedia.org/resource/Cryptococcosis,,
,Paranasal_sinus_hypersecretion,C1112369,http://dbpedia.org/resource/Paranasal_air_sinus,,
,Foot_fracture,C0272774,http://dbpedia.org/resource/Bone_fracture,,
,Prostatic_hypertrophy,C1739363,http://dbpedia.org/resource/Benign_prostatic_hyperplasia,,
,Ascariasis,C0003950,http://dbpedia.org/resource/Ascariasis,,
,Maculopathy,C0730362,http://dbpedia.org/resource/Maculopathy,,
,Malignant_neoplasm_progression,C0948048,http://dbpedia.org/resource/Cancer,,
,Bone_neoplasm,C0005967,http://dbpedia.org/resource/Myeloproliferative_neoplasm,,
,Tooth_fracture,C0040441,http://dbpedia.org/resource/Tooth_interior_fatigue_fracture,,
,Metabolic_disorder,C0025517,http://dbpedia.org/resource/Metabolic_disorder,,
,Dacryostenosis_acquired,C1096185,http://dbpedia.org/resource/Common_variable_immunodeficiency,,
,Diffuse_large_B-cell_lymphoma,C0079744,http://dbpedia.org/resource/Diffuse_large_B-cell_lymphoma,,
,Congenital_vesicoureteric_reflux,C0521554,http://dbpedia.org/resource/Reflux,,
,Application_site_ulcer,C0521492,http://dbpedia.org/resource/Pressure_ulcer,,
,Antibiotic_associated_colitis,C0085819,http://dbpedia.org/resource/Antibiotic-associated_diarrhea,,
,Blood_sodium_increased,C0595878,http://dbpedia.org/resource/Increased_Damnation,,
,Urination_impaired,C0231365,http://dbpedia.org/resource/Urination,,
,Fat_tissue_increased,C0235433,http://dbpedia.org/resource/Increased_Damnation,,
,White_blood_cells_urine_positive,C0555120,http://dbpedia.org/resource/White_Blood_Cells_(album),,
,Bronchitis_viral,C0276141,http://dbpedia.org/resource/Bronchitis,,
,Xanthoma,C0302314,http://dbpedia.org/resource/Xanthoma_striatum_palmare,,
,Uterine_hypertonus,C0269842,http://dbpedia.org/resource/Uterus,,
,Talkativeness,C0859023,,,
,Arthritis_bacterial,C1692886,http://dbpedia.org/resource/Arthritis,,
,Unspecified_circulatory_system_disorder,C0728936,http://dbpedia.org/resource/Circulatory_system,,
,Acid_phosphatase_high,C0151848,http://dbpedia.org/resource/Acid_phosphatase,,
,Systemic_mycosis,C0553576,http://dbpedia.org/resource/Mycosis,,
,Drug_tolerance,C0013220,http://dbpedia.org/resource/Drug_tolerance,,
,Fat_redistribution,C0856151,http://dbpedia.org/resource/Body_fat_redistribution_syndrome,,
,Diabetic_vascular_disorder,C0011875,http://dbpedia.org/resource/Diabetic_angiopathy,,
,Forced_expiratory_volume_decreased,C0520837,http://dbpedia.org/resource/Expiratory_apnea,,
,Restlessness_aggravated,C0856081,http://dbpedia.org/resource/Aggravated_felony,,
,Bulimia_nervosa,C2267227,http://dbpedia.org/resource/Bulimia_nervosa,,
,Neurofibromatosis,C0162678,http://dbpedia.org/resource/Neurofibromatosis,,
,Surgical_site_reaction,C0549429,http://dbpedia.org/resource/Injection_site_reaction,,
,Drug_effect_increased,C0151730,http://dbpedia.org/resource/Increased_Damnation,,
,Bone_development_abnormal,C0231557,http://dbpedia.org/resource/Abnormal_cannabidiol,,
,Myelofibrosis,C0026987,http://dbpedia.org/resource/Myelofibrosis,,
,Black_hairy_tongue,C0235347,http://dbpedia.org/resource/Black_hairy_tongue,,
,C1_esterase_deficiency_acquired,C1696700,http://dbpedia.org/resource/Acquired_C1_esterase_inhibitor_deficiency,,
,Acid_indigestion,C0235304,http://dbpedia.org/resource/Heartburn,,
,Streptococcal_infection,C0038395,http://dbpedia.org/resource/Streptococcal_infection_in_poultry,,
,Rhythm_idioventricular,C0700363,http://dbpedia.org/resource/Idioventricular_rhythm,,
,Colour_blindness_acquired,C0155018,http://dbpedia.org/resource/Color_blindness,,
,Convulsions_aggravated,C0234975,http://dbpedia.org/resource/Aggravated_felony,,
,Inner_ear_infection,C1168225,http://dbpedia.org/resource/Otitis_interna,,
,Tendon_pain,C0231529,http://dbpedia.org/resource/Tendon,,
,Granuloma_skin,C0151684,http://dbpedia.org/resource/Granuloma,,
,Hormone_level_abnormal,C0151477,http://dbpedia.org/resource/Abnormal_cannabidiol,,
,Sickness,C0221423,http://dbpedia.org/resource/Sickness_of_the_Ages,,
,Aseptic_necrosis_of_bone,C0520474,http://dbpedia.org/resource/Avascular_necrosis,,
,Injection_site_haematoma,C0542008,http://dbpedia.org/resource/Injection_site_reaction,,
,Temporomandibular_joint_syndrome,C0039496,http://dbpedia.org/resource/Temporomandibular_joint,,
,Drug-induced_liver_injury,C0860207,http://dbpedia.org/resource/Drug-induced_liver_injury,,
,Pulmonary_alveolar_haemorrhage,C0852879,http://dbpedia.org/resource/Alveolar_duct,,
,Viral_upper_respiratory_tract_infection,C0339916,http://dbpedia.org/resource/Upper_respiratory_tract_infection,,
,Gingival_swelling,C0235324,http://dbpedia.org/resource/Swelling,,
,Reflex_tachycardia,C1328539,http://dbpedia.org/resource/Tachycardia,,
,Wide_complex_tachycardia,C0749249,http://dbpedia.org/resource/Tachycardia,,
,Withdrawal_bleed,C0152010,http://dbpedia.org/resource/Withdrawal,,
,Gallbladder_disorder,C0016977,http://dbpedia.org/resource/Gallbladder,,
,Renal_graft_loss,C0877690,http://dbpedia.org/resource/Graft,,
,Abdominal_pain_lower,C0232495,http://dbpedia.org/resource/Abdominal_pain,,
,Post_procedural_pain,C0877303,http://dbpedia.org/resource/Procedural,,
,Cervical_dysplasia,C0007868,http://dbpedia.org/resource/Cervical,,
,Blacked-out_(not_amnesia),C0312422,http://dbpedia.org/resource/Blacked_Out,,
,Stress_symptoms,C0521991,http://dbpedia.org/resource/Symptoms_(song),,
,Headache_aggravated,C0876980,http://dbpedia.org/resource/Aggravated_felony,,
,Function_kidney_decreased,C0232807,http://dbpedia.org/resource/Renal_failure,,
,Vulvovaginal_discomfort,C0520587,http://dbpedia.org/resource/Osteomyelitis,,
,Congenital_cystic_kidney_disease,C0311245,http://dbpedia.org/resource/Cystic_kidney_disease,,
,Oesophagitis_ulcerative,C2586050,http://dbpedia.org/resource/Esophagitis,,
,Gastric_irritation,C0392176,http://dbpedia.org/resource/Irritation,,
,Anterior_chamber_pigmentation,C1112371,http://dbpedia.org/resource/Anterior_chamber_of_eyeball,,
,Sore_mouth,C1579838,http://dbpedia.org/resource/Denture-related_stomatitis,,
,Retroperitoneal_haematoma,C0341512,http://dbpedia.org/resource/Epidural_hematoma,,
,Food_allergy,C0016470,http://dbpedia.org/resource/Food_allergy,,
,Prostatic_specific_antigen_increased,C0178415,http://dbpedia.org/resource/Group-specific_antigen,,
,Progressive_renal_failure,C0748318,http://dbpedia.org/resource/Renal_failure,,
,Renal_aplasia,C1619700,http://dbpedia.org/resource/Renal_agenesis,,
,Postoperative_shivering,C1736186,http://dbpedia.org/resource/Shivering,,
,Arteriovenous_fistula_thrombosis,C0340909,http://dbpedia.org/resource/Arteriovenous_fistula,,
,Allergy_aggravated,C0235893,http://dbpedia.org/resource/Aggravated_felony,,
,Gingival_infection,C0744403,http://dbpedia.org/resource/Epulis,,
,Gastric_haemorrhage,C0235325,http://dbpedia.org/resource/Internal_bleeding,,
,Electrocardiogram_U-wave_abnormality,C1096355,http://dbpedia.org/resource/U_wave,,
,Micturition_burning,C0423736,http://dbpedia.org/resource/Urination,,
,Call-Fleming_syndrome,C1142239,http://dbpedia.org/resource/Call_Call_Call,,
,Pancreatitis_necrotising,C0267941,http://dbpedia.org/resource/Pancreatitis,,
,Superficial_punctate_keratopathy,C1096543,http://dbpedia.org/resource/Thygeson's_superficial_punctate_keratopathy,,
,Acute_phase_reaction,C0001349,http://dbpedia.org/resource/Acute-phase_protein,,
,Lymphatic_disorder,C0024228,http://dbpedia.org/resource/Lymphadenopathy,,
,Lithium_toxicity,C0238242,http://dbpedia.org/resource/Lithium_toxicity,,
,Poisoning,C0032343,http://dbpedia.org/resource/Poisoning_the_well_(disambiguation),,
,Grimacing,C0239779,,,
,Anovulatory_cycle,C0429468,http://dbpedia.org/resource/Anovulatory_cycle,,
,Hepatic_impairment,C0948807,http://dbpedia.org/resource/Impairment,,
,Learning_disability,C0751265,http://dbpedia.org/resource/Learning_disability,,
,Abnormal_involuntary_movements,C0392702,http://dbpedia.org/resource/Involuntary,,
,Wound_dehiscence,C0259768,http://dbpedia.org/resource/Wound_dehiscence,,
,Nasal_mucosal_disorder,C0919894,http://dbpedia.org/resource/Gastritis,,
,Retinal_vascular_occlusion,C0035326,http://dbpedia.org/resource/Ocular_ischemic_syndrome,,
,Ventricular_dysfunction,C0242973,http://dbpedia.org/resource/Dysfunction,,
,Wound_secretion,C0406834,http://dbpedia.org/resource/Secretion,,
,Pyogenic_granuloma,C0085653,http://dbpedia.org/resource/Pyogenic_granuloma,,
,Fluorosis,C0016325,http://dbpedia.org/resource/Fluorosis,,
,Radiation_pneumonitis,C0206063,http://dbpedia.org/resource/Pneumonitis,,
,Cold_symptoms,C0863093,http://dbpedia.org/resource/Symptoms_(song),,
,Upper_motor_neurone_lesion,C0235834,http://dbpedia.org/resource/Upper_motor_neuron_lesion,,
,Therapeutic_response_decreased,C0235827,http://dbpedia.org/resource/Decreased_peripheral_perfusion,,
,Clostridial_infection,C0009062,http://dbpedia.org/resource/Tetanus,,
,Anus_disorder,C0003462,http://dbpedia.org/resource/Imperforate_anus,,
,Bilirubin_total_low,C3203661,http://dbpedia.org/resource/Bilirubin,,
,Essential_hypertension,C0085580,http://dbpedia.org/resource/Essential_hypertension,,
,Adams-Stokes_syndrome,C0001396,http://dbpedia.org/resource/Adams–Stokes_syndrome,,
,Tetrahydrobiopterin_deficiency,C0751436,http://dbpedia.org/resource/Tetrahydrobiopterin_deficiency,,
,Factor_VIII_deficiency,C0019069,http://dbpedia.org/resource/Haemophilia_A,,
,Rhinitis_seasonal,C1322281,http://dbpedia.org/resource/Allergic_rhinitis,,
,Enophthalmos,C0014306,http://dbpedia.org/resource/Enophthalmos,,
,Blood_pressure_systolic_decreased,C0277885,http://dbpedia.org/resource/Systolic_Blood_Pressure_Intervention_Trial,,
,Kaposi's_varicelliform_eruption,C0022504,http://dbpedia.org/resource/Kaposi,,
,Eustachian_tube_disorder,C0271468,http://dbpedia.org/resource/Patulous_Eustachian_tube,,
,Penile_swelling,C1282799,http://dbpedia.org/resource/Swelling,,
,Rotator_cuff_syndrome,C0263912,http://dbpedia.org/resource/Rotator_cuff,,
,Reaction_gastrointestinal,C0542184,http://dbpedia.org/resource/Gastrointestinal_bleeding,,
,Chondropathy,C0007302,http://dbpedia.org/resource/Chondropathy,,
,Muscle_swelling,C0281913,http://dbpedia.org/resource/Swelling,,
,Sleep_attacks,C0855247,http://dbpedia.org/resource/Offensive_(military),,
,Drug_effect_decreased,C0521845,http://dbpedia.org/resource/Decreased_peripheral_perfusion,,
,Cheilosis,C0221264,http://dbpedia.org/resource/Angular_cheilitis,,
,Red_cell_aplasia,C0281963,http://dbpedia.org/resource/Pure_red_cell_aplasia,,
,Dyspnoea_exacerbated,C0853326,http://dbpedia.org/resource/Paroxysmal_nocturnal_dyspnoea,,
,Tunnel_vision,C2937228,http://dbpedia.org/resource/Tunnel_vision_(disambiguation),,
,Korsakoff's_psychosis_(non-alcoholic),C0268671,http://dbpedia.org/resource/Non-alcoholic_beverage,,
,Medication_residue,C1096282,http://dbpedia.org/resource/Residue,,
,Upper_abdominal_discomfort,C1868919,http://dbpedia.org/resource/Osteomyelitis,,
,Cervical_discharge,C0553737,http://dbpedia.org/resource/Discharge,,
,Congenital_hydronephrosis,C0266316,http://dbpedia.org/resource/Hydronephrosis,,
,Multiple_sclerosis_relapse,C0856120,http://dbpedia.org/resource/Multiple_sclerosis,,
,Acne_fulminans,C0263445,http://dbpedia.org/resource/Acne_fulminans,,
,Vaginitis_bacterial,C0085166,http://dbpedia.org/resource/Vaginitis,,
,Pain_during_injection,C1096717,http://dbpedia.org/resource/Injective_function,,
,Intracranial_aneurysm,C0007766,http://dbpedia.org/resource/Intracranial_aneurysm,,
,Acrodynia,C0001198,http://dbpedia.org/resource/Acrodynia,,
